,FA-DOMID,FA-PDBID,FA-PDBREG,FA-UNIID,FA-UNIREG,SF-DOMID,SF-PDBID,SF-PDBREG,SF-UNIID,SF-UNIREG,TP,CL,CF,SF,FA
13048,8027483,1T0K,B:9-105,P14120,9-105,8039862,1T0K,B:9-105,P14120,9-105,1,1000003,2001065,3001739,4001513
13049,8029930,1GZ0,A:2-77,P63177,2-77,8042309,1GZ0,A:2-77,P63177,2-77,1,1000003,2001065,3001739,4002711
13050,8031360,2OZB,A:4-128,P55769,4-128,8043738,2OZB,A:4-128,P55769,4-128,1,1000003,2001065,3001739,4001513
13051,8063947,3PLA,C:7-128,D0KRE2,7-128,8063948,3PLA,C:7-128,D0KRE2,7-128,1,1000003,2001065,3001739,4001513
13052,8063949,3ID5,C:7-126,P55858,4-123,8063950,3ID5,C:7-126,P55858,4-123,1,1000003,2001065,3001739,4001513
13053,8063951,1PXW,A:6-128,P62008,1-123,8063952,1PXW,A:6-128,P62008,1-123,1,1000003,2001065,3001739,4001513
13054,8063953,5OQL,W:7-126,G0SGM0,7-126,8063954,5OQL,W:7-126,G0SGM0,7-126,1,1000003,2001065,3001739,4001513
13055,8063955,3O85,B:2-122,A8BMJ0,2-122,8063956,3O85,B:2-122,A8BMJ0,2-122,1,1000003,2001065,3001739,4001513
13056,8063957,5EWR,A:24-145,M1VFX0,24-145,8063958,5EWR,A:24-145,M1VFX0,24-145,1,1000003,2001065,3001739,4001513
13057,8063959,2LBW,A:36-156,P32495,36-156,8063960,2LBW,A:36-156,P32495,36-156,1,1000003,2001065,3001739,4001513
13058,8063961,4V4B,BG:101-219,P17076,102-220,8063962,4V4B,BG:101-219,P17076,102-220,1,1000003,2001065,3001739,4001513
13059,8063963,3V7E,A:502-582,P46350,2-82,8063964,3V7E,A:502-582,P46350,2-82,1,1000003,2001065,3001739,4001513
13060,8063965,5XYI,M:1-118,A2FA40,1-118,8063966,5XYI,M:1-118,A2FA40,1-118,1,1000003,2001065,3001739,4001513
13061,8063967,4V6U,BZ:1-99,Q8U0M6,1-99,8063968,4V6U,BZ:1-99,Q8U0M6,1-99,1,1000003,2001065,3001739,4001513
13062,8063969,4V8M,AF:24-144,Q385Y8,24-144,8063970,4V8M,AF:24-144,Q385Y8,24-144,1,1000003,2001065,3001739,4001513
13063,8063971,3J7A,R:22-135,O97249,22-135,8063972,3J7A,R:22-135,O97249,22-135,1,1000003,2001065,3001739,4001513
13064,8063973,4ADX,6:8-103,P0DJ59,8-103,8063974,4ADX,6:8-103,P0DJ59,8-103,1,1000003,2001065,3001739,4001513
13065,8063975,4V6W,AM:21-139,P80455,21-139,8063976,4V6W,AM:21-139,P80455,21-139,1,1000003,2001065,3001739,4001513
13066,8027171,3BUX,B:48-177,P22681,48-177,8039550,3BUX,B:48-177,P22681,48-177,1,1000000,2000284,3000373,4000988
13067,8020403,1M9O,A:5-43,P22893,91-129,8032783,1M9O,A:5-43,P22893,91-129,1,1000004,2001070,3001741,4003893
13068,8021604,2FC6,A:8-44,Q96GM8,285-321,8033984,2FC6,A:8-44,Q96GM8,285-321,1,1000004,2001070,3001741,4003893
13069,8026827,2CQE,A:458-513,Q9UPT8,446-501,8039206,2CQE,A:458-513,Q9UPT8,446-501,1,1000004,2001070,3001741,4003893
13070,8026829,2CQE,A:429-457,Q9UPT8,417-445,8039208,2CQE,A:429-457,Q9UPT8,417-445,1,1000004,2001070,3001741,4003893
13071,8028231,1RGO,A:151-186,P47974,151-186,8040610,1RGO,A:151-186,P47974,151-186,1,1000004,2001070,3001741,4003893
13072,8028234,1RGO,A:187-220,P47974,187-220,8040613,1RGO,A:187-220,P47974,187-220,1,1000004,2001070,3001741,4003893
13073,8044644,2KQB,A:368-417,Q8IW19,368-417,8051780,2KQB,A:368-417,Q8IW19,368-417,1,1000004,2001070,3001741,4004057
13074,8051519,2RHK,D:61-117,O95639,61-117,8051781,2RHK,D:61-89,O95639,61-89,1,1000004,2001070,3001741,4007414
13075,8051519,2RHK,D:61-117,O95639,61-117,8051782,2RHK,D:93-117,O95639,93-117,1,1000004,2001070,3001741,4007414
13076,8050278,2E5S,A:8-98,Q5VZF2,167-257,8051783,2E5S,A:18-51,Q5VZF2,177-210,1,1000004,2001070,3001741,4006827
13077,8050278,2E5S,A:8-98,Q5VZF2,167-257,8051784,2E5S,A:54-92,Q5VZF2,213-251,1,1000004,2001070,3001741,4006827
13078,8050279,3ZJ2,A:333-401,P32505,333-401,8051785,3ZJ2,A:336-361,P32505,336-361,1,1000004,2001070,3001741,4006827
13079,8050279,3ZJ2,A:333-401,P32505,333-401,8051786,3ZJ2,A:362-395,P32505,362-395,1,1000004,2001070,3001741,4006827
13080,8051787,4LJ0,A:402-422,G0SCL7,402-422,8051788,4LJ0,A:402-422,G0SCL7,402-422,1,1000004,2001070,3001741,4006827
13081,8050280,4LJ0,A:423-466,G0SCL7,423-466,8051789,4LJ0,A:423-443,G0SCL7,423-443,1,1000004,2001070,3001741,4006827
13082,8050280,4LJ0,A:423-466,G0SCL7,423-466,8051790,4LJ0,A:444-466,G0SCL7,444-466,1,1000004,2001070,3001741,4006827
13083,8044935,3TP2,A:7-116,Q12046,7-116,8051791,3TP2,A:70-94,Q12046,70-94,1,1000004,2001070,3001741,4004212
13084,8044936,3JB9,Y:49-155,P87126,49-155,8051792,3JB9,Y:114-136,P87126,114-136,1,1000004,2001070,3001741,4004212
13085,8052491,4C3E,I:4-30,P04545,4-30,8052492,4C3E,I:4-30,P04545,4-30,1,1000004,2001070,3001741,4003893
13086,8052493,4CS9,C:2-30,Q8QN58,2-30,8052494,4CS9,C:2-30,Q8QN58,2-30,1,1000004,2001070,3001741,4003893
13087,8025297,2B5U,A:84-315,P00646,84-315,8037676,2B5U,A:84-315,P00646,84-315,1,1000001,2000285,3000374,4003169
13088,8028247,1RH1,A:10-312,P05819,10-312,8040626,1RH1,A:10-312,P05819,10-312,1,1000001,2000285,3000374,4003169
13089,8021932,1YDX,A:1-193,Q49434,1-193,8034312,1YDX,A:1-193,Q49434,1-193,1,1000003,2001071,3001742,4000463
13090,8021933,1YDX,A:194-374,Q49434,194-374,8034313,1YDX,A:194-374,Q49434,194-374,1,1000003,2001071,3001742,4000463
13091,8021956,1YF2,A:1-220,Q57594,1-220,8034336,1YF2,A:1-220,Q57594,1-220,1,1000003,2001071,3001742,4000463
13092,8021959,1YF2,A:221-425,Q57594,221-425,8034339,1YF2,A:221-425,Q57594,221-425,1,1000003,2001071,3001742,4000463
13093,8022133,2IH2,A:244-413,P14385,244-413,8034513,2IH2,A:244-413,P14385,244-413,1,1000003,2001071,3001742,4002786
13094,8025212,1DE4,C:609-756,P02786,609-756,8037591,1DE4,C:609-756,P02786,609-756,1,1000000,2000284,3000375,4000989
13095,8026879,3BI1,A:594-750,Q04609,594-750,8039258,3BI1,A:594-750,Q04609,594-750,1,1000000,2000284,3000375,4000989
13096,8021935,3MW6,A:3-118,Q9JY98,3-118,8034315,3MW6,A:3-118,Q9JY98,3-118,1,1000000,2001072,3001743,4001514
13097,8026695,1DVO,A:33-184,P29367,33-184,8039074,1DVO,A:33-184,P29367,33-184,1,1000000,2001072,3001743,4001514
13098,8030427,1U7L,A:5-392,P31412,5-392,8042806,1U7L,A:5-392,P31412,5-392,1,1000003,2001073,3001744,4003895
13099,8020517,2G9H,D:87-216,Q52T95,87-216,8032897,2G9H,D:87-216,Q52T95,87-216,1,1000003,2000097,3000376,4000990
13100,8022180,1ESF,A:121-233,P0A0L2,145-257,8034560,1ESF,A:121-233,P0A0L2,145-257,1,1000003,2000097,3000376,4000990
13101,8022197,3SEB,A:122-238,P01552,149-265,8034577,3SEB,A:122-238,P01552,149-265,1,1000003,2000097,3000376,4000990
13102,8022202,1ENF,A:102-213,P0A0M0,126-237,8034582,1ENF,A:102-213,P0A0M0,126-237,1,1000003,2000097,3000376,4000990
13103,8022205,1FNU,A:108-221,P0DJY8,138-251,8034585,1FNU,A:108-221,P0DJY8,138-251,1,1000003,2000097,3000376,4000990
13104,8022206,1AN8,A:96-208,Q8NKX2,123-235,8034586,1AN8,A:96-208,Q8NKX2,123-235,1,1000003,2000097,3000376,4000990
13105,8022209,1ET9,A:96-204,P0C0I6,128-236,8034589,1ET9,A:96-204,P0C0I6,128-236,1,1000003,2000097,3000376,4000990
13106,8022212,1EU3,A:97-209,Q9RQQ5,97-209,8034592,1EU3,A:97-209,Q9RQQ5,97-209,1,1000003,2000097,3000376,4000990
13107,8025875,2Z8L,A:101-204,Q9ZFS6,131-234,8038254,2Z8L,A:101-204,Q9ZFS6,131-234,1,1000003,2000097,3000376,4000990
13108,8028145,1TY0,A:104-211,Q7BAE3,125-232,8040524,1TY0,A:104-211,Q7BAE3,125-232,1,1000003,2000097,3000376,4000990
13109,8028745,1V1O,A:109-213,Q9ZFS5,127-231,8041124,1V1O,A:109-213,Q9ZFS5,127-231,1,1000003,2000097,3000376,4000990
13110,8029553,1UNS,A:121-236,P34071,148-263,8041932,1UNS,A:121-236,P34071,148-263,1,1000003,2000097,3000376,4000990
13111,8030379,2IJ0,B:94-194,P06886,134-234,8042758,2IJ0,B:94-194,P06886,134-234,1,1000003,2000097,3000376,4000990
13112,8030451,2IPK,D:122-239,P0A0L5,149-266,8042830,2IPK,D:122-239,P0A0L5,149-266,1,1000003,2000097,3000376,4000990
13113,8044654,1YN4,A:43-141,A0A0H3K0M1,43-141,8051837,1YN4,A:43-141,A0A0H3K0M1,43-141,1,1000003,2000097,3000376,4004064
13114,8044656,1YN3,A:160-254,Q99QS1,160-254,8051838,1YN3,A:160-254,Q99QS1,160-254,1,1000003,2000097,3000376,4004064
13115,8044655,1YN5,A:42-144,A0A0H3JUK5,42-144,8051839,1YN5,A:42-144,A0A0H3JUK5,42-144,1,1000003,2000097,3000376,4004064
13116,8022335,2JOV,A:1-77,Q8XPF0,1-77,8034715,2JOV,A:1-77,Q8XPF0,1-77,1,1000003,2000287,3000377,4001784
13117,8021857,1OQC,A:13-124,Q63042,86-197,8034237,1OQC,A:13-124,Q63042,86-197,1,1000000,2000080,3001745,4002787
13118,8024892,1JR8,A:7-111,Q12284,74-178,8037271,1JR8,A:7-111,Q12284,74-178,1,1000000,2000080,3001745,4002787
13119,8025222,1EO0,A:1-77,P07273,1-77,8037601,1EO0,A:1-77,P07273,1-77,1,1000000,2000284,3000378,4000991
13120,8031239,1WJT,A:8-97,P23881,1-90,8043617,1WJT,A:8-97,P23881,1-90,1,1000000,2000284,3000378,4000991
13121,8020042,1KTW,A:28-491,Q9F5I8,28-491,8032422,1KTW,A:28-491,Q9F5I8,28-491,1,1000001,2000062,3001746,4003143
13122,8021426,1IA5,A:1-339,O74213,40-378,8033806,1IA5,A:1-339,O74213,40-378,1,1000001,2000062,3001746,4002799
13123,8024055,1HG8,A:25-373,Q07181,25-373,8036434,1HG8,A:25-373,Q07181,25-373,1,1000001,2000062,3001746,4002799
13124,8024462,1NHC,A:33-368,P26213,33-368,8036841,1NHC,A:33-368,P26213,33-368,1,1000001,2000062,3001746,4002799
13125,8025102,1OGM,X:202-574,P48845,236-608,8037481,1OGM,X:202-574,P48845,236-608,1,1000001,2000062,3001746,4000953
13126,8025629,1OFL,A:26-506,Q46079,26-506,8038008,1OFL,A:26-506,Q46079,26-506,1,1000001,2000062,3001746,4002809
13127,8026430,1GQ8,A:1-319,P83218,1-319,8038809,1GQ8,A:1-319,P83218,1-319,1,1000001,2000062,3001746,4002813
13128,8027612,1JTA,A:1-361,P0C1A2,33-393,8039991,1JTA,A:1-361,P0C1A2,33-393,1,1000001,2000062,3001746,4002788
13129,8027681,1K5C,A:3-335,P79074,27-359,8040060,1K5C,A:3-335,P79074,27-359,1,1000001,2000062,3001746,4002799
13130,8028546,1RU4,A:26-425,P0C1A7,26-425,8040925,1RU4,A:26-425,P0C1A7,26-425,1,1000001,2000062,3001746,4000952
13131,8028669,1RWR,A:1-297,P12255,72-368,8041048,1RWR,A:1-297,P12255,72-368,1,1000001,2000062,3001746,4000955
13132,8029782,1PXZ,A:1-346,P81294,22-367,8042161,1PXZ,A:1-346,P81294,22-367,1,1000001,2000062,3001746,4002788
13133,8030583,1PCL,A:1-355,P04960,31-385,8042962,1PCL,A:1-355,P04960,31-385,1,1000001,2000062,3001746,4002788
13134,8030586,1BN8,A:1-399,P39116,22-420,8042965,1BN8,A:1-399,P39116,22-420,1,1000001,2000062,3001746,4002788
13135,8030588,1EE6,A:1-197,Q9RHW0,28-224,8042967,1EE6,A:1-197,Q9RHW0,28-224,1,1000001,2000062,3001746,4002788
13136,8030592,1IDJ,A:1-359,Q01172,21-379,8042971,1IDJ,A:1-359,Q01172,21-379,1,1000001,2000062,3001746,4002793
13137,8030596,1QCX,A:1-359,Q00205,21-378,8042975,1QCX,A:1-359,Q00205,21-378,1,1000001,2000062,3001746,4002793
13138,8030599,1RMG,A:1-422,Q00001,19-440,8042978,1RMG,A:1-422,Q00001,19-440,1,1000001,2000062,3001746,4002799
13139,8030600,1BHE,A:1-376,P26509,27-402,8042979,1BHE,A:1-376,P26509,27-402,1,1000001,2000062,3001746,4002799
13140,8030601,1CZF,A:28-362,P26214,28-362,8042980,1CZF,A:28-362,P26214,28-362,1,1000001,2000062,3001746,4002799
13141,8030602,1QJV,A:25-366,P0C1A8,25-366,8042981,1QJV,A:25-366,P0C1A8,25-366,1,1000001,2000062,3001746,4002813
13142,8030603,1TSP,A:113-666,P12528,114-667,8042982,1TSP,A:113-666,P12528,114-667,1,1000001,2000062,3001746,4002815
13143,8030605,1DAB,A:1-539,P14283,35-573,8042984,1DAB,A:1-539,P14283,35-573,1,1000001,2000062,3001746,4002821
13144,8031716,1O88,A:1-353,P11073,23-375,8044094,1O88,A:1-353,P11073,23-375,1,1000001,2000062,3001746,4002788
13145,8031005,2O3B,B:2-135,Q7A260,2-135,8043383,2O3B,B:2-135,Q7A260,2-135,1,1000003,2000290,3000380,4003180
13146,8020857,1NC7,A:1-114,Q9X0F9,1-114,8033237,1NC7,A:1-114,Q9X0F9,1-114,1,1000001,2001074,3001747,4003896
13147,8021454,1IAZ,A:5-179,P61914,40-214,8033834,1IAZ,A:5-179,P61914,40-214,1,1000001,2000288,3000379,4003176
13148,8031405,1X99,A:3-145,Q8WZC9,1-143,8043783,1X99,A:3-145,Q8WZC9,1-143,1,1000001,2000288,3000379,4003102
13149,8031896,1Y2T,A:2-143,Q00022,2-143,8044274,1Y2T,A:2-143,Q00022,2-143,1,1000001,2000288,3000379,4003102
13150,8032095,1GWY,A:1-175,P07845,1-175,8044473,1GWY,A:1-175,P07845,1-175,1,1000001,2000288,3000379,4003176
13151,8025224,1F6V,A:2-91,P03763,223-312,8037603,1F6V,A:2-91,P03763,223-312,1,1000000,2000289,3000381,4000992
13152,8018592,1GXJ,A:498-658,Q9X0R4,498-658,8018593,1GXJ,A:498-649,Q9X0R4,498-649,1,1000003,2000113,3001748,4004016
13153,8018604,3IBP,A:572-854,P22523,572-854,8018605,3IBP,A:667-774,P22523,667-774,1,1000003,2000113,3001748,4004016
13154,8023626,1E42,A:825-937,P63010,825-937,8036006,1E42,A:825-937,P63010,825-937,1,1000003,2000291,3000382,4001787
13155,8027031,1PZD,A:763-874,P53620,763-874,8039410,1PZD,A:763-874,P53620,763-874,1,1000003,2000291,3000382,4001520
13156,8027949,1R4X,A:763-873,Q9Y678,763-873,8040328,1R4X,A:763-873,Q9Y678,763-873,1,1000003,2000291,3000382,4001520
13157,8028378,1KYF,A:825-938,P17427,825-938,8040757,1KYF,A:825-938,P17427,825-938,1,1000003,2000291,3000382,4001787
13158,8022814,1Z67,A:3-131,A0A384K8I9,3-131,8035194,1Z67,A:3-131,A0A384K8I9,3-131,1,1000000,2001076,3001749,4001516
13159,8022585,1YVU,A:165-268,O67434,165-268,8034965,1YVU,A:165-268,O67434,165-268,1,1000001,2000090,3001750,4000853
13160,8027982,1R4K,A:297-464,Q32KD4,331-498,8040361,1R4K,A:297-464,Q32KD4,331-498,1,1000001,2000090,3001750,4000853
13161,8028228,1U04,A:152-323,Q8U3D2,152-323,8040607,1U04,A:152-323,Q8U3D2,152-323,1,1000001,2000090,3001750,4000853
13162,8029156,1VYN,A:4-120,Q9VUQ5,601-717,8041535,1VYN,A:4-120,Q9VUQ5,601-717,1,1000001,2000090,3001750,4000853
13163,8053604,4KRF,A:225-348,Q9UL18,225-348,8053607,4KRF,A:225-348,Q9UL18,225-348,1,1000001,2000090,3001750,4000853
13164,8053615,5VM9,A:228-351,Q9H9G7,228-351,8053619,5VM9,A:228-351,Q9H9G7,228-351,1,1000001,2000090,3001750,4000853
13165,8053631,4NCB,A:176-268,Q746M7,176-268,8053635,4NCB,A:176-268,Q746M7,176-268,1,1000001,2000090,3001750,4000853
13166,8053639,5GUH,A:315-430,A8D8P8,315-430,8053644,5GUH,A:315-430,A8D8P8,315-430,1,1000001,2000090,3001750,4000853
13167,8053649,5G5S,A:162-259,Q58717,162-259,8053654,5G5S,A:162-259,Q58717,162-259,1,1000001,2000090,3001750,4000853
13168,8053658,4Z4D,A:227-350,Q9UKV8,227-350,8053659,4Z4D,A:227-350,Q9UKV8,227-350,1,1000001,2000090,3001750,4000853
13169,8053663,4F1N,A:495-668,A7TMA9,495-668,8053672,4F1N,A:513-668,A7TMA9,513-668,1,1000001,2000090,3001750,4000853
13170,8053678,5I4A,C:152-210,H2J4R4,152-210,8053684,5I4A,C:152-210,H2J4R4,152-210,1,1000001,2000090,3001750,4000853
13171,8019938,1K18,A:1-31,P09884,1347-1377,8032318,1K18,A:1-31,P09884,1347-1377,1,1000004,2001077,3001751,4003897
13172,8021080,1NN4,A:1-146,P37351,1-146,8033460,1NN4,A:1-146,P37351,1-146,1,1000002,2000292,3000383,4000476
13173,8021447,1O1X,A:1-143,Q9X0G9,1-143,8033827,1O1X,A:1-143,Q9X0G9,1-143,1,1000002,2000292,3000383,4000476
13174,8025439,2VVP,A:3-159,P9WKD7,3-159,8037818,2VVP,A:3-159,P9WKD7,3-159,1,1000002,2000292,3000383,4000476
13175,8047532,3C5Y,A:1-210,A4XEL3,1-210,8053335,3C5Y,A:1-163,A4XEL3,1-163,1,1000002,2000292,3000383,4005682
13176,8047533,2PPW,B:1-208,A0A0H2UNJ8,1-208,8053336,2PPW,B:1-163,A0A0H2UNJ8,1-163,1,1000002,2000292,3000383,4005682
13177,8047534,3ONO,A:1-210,Q87K18,1-210,8053337,3ONO,A:1-162,Q87K18,1-162,1,1000002,2000292,3000383,4005682
13178,8047535,4U8F,A:1-212,Q8E369,1-212,8053338,4U8F,A:1-163,Q8E369,1-163,1,1000002,2000292,3000383,4005682
13179,8029774,1VK6,A:97-125,P32664,97-125,8042153,1VK6,A:97-125,P32664,97-125,1,1000004,2000112,3001752,4002792
13180,8028570,1L1C,A:1-55,P39805,1-55,8040949,1L1C,A:1-55,P39805,1-55,1,1000001,2000001,3000384,4001788
13181,8029353,1AUU,A:1-55,P15401,1-55,8041732,1AUU,A:1-55,P15401,1-55,1,1000001,2000001,3000384,4001788
13182,8031746,1XQB,A:1-151,P44740,1-151,8044124,1XQB,A:1-151,P44740,1-151,1,1000001,2000073,3001753,4003898
13183,8054395,3OKX,A:6-164,Q6NDF6,6-164,8054396,3OKX,A:6-164,Q6NDF6,6-164,1,1000001,2000073,3001753,4003898
13184,8054397,2NV4,A:1-133,O29998,1-133,8054398,2NV4,A:1-133,O29998,1-133,1,1000001,2000073,3001753,4003898
13185,8026134,2BSK,A:13-85,Q9Y5J7,13-85,8038513,2BSK,A:13-85,Q9Y5J7,13-85,1,1000004,2000293,3000385,4000477
13186,8026135,2BSK,B:13-77,P62072,13-77,8038514,2BSK,B:13-77,P62072,13-77,1,1000004,2000293,3000385,4000477
13187,8022451,1PUG,A:11-104,P0A8B5,11-104,8034831,1PUG,A:11-104,P0A8B5,11-104,1,1000003,2000295,3000386,4003186
13188,8030254,1J8B,A:7-98,P44711,7-98,8042633,1J8B,A:7-98,P44711,7-98,1,1000003,2000295,3000386,4003186
13189,8020343,1VRM,A:44-352,Q9X1N9,44-352,8032723,1VRM,A:44-352,Q9X1N9,44-352,1,1000003,2000235,3001754,4003899
13190,8022603,2O34,A:2-248,Q72D34,2-248,8034983,2O34,A:2-248,Q72D34,2-248,1,1000003,2000235,3001754,4002215
13191,8027074,3BRJ,A:6-172,Q87SQ4,6-172,8039453,3BRJ,A:6-172,Q87SQ4,6-172,1,1000000,2001079,3001755,4001519
13192,8027372,3C8G,B:3-168,Q83Q96,3-168,8039751,3C8G,B:3-168,Q83Q96,3-168,1,1000000,2001079,3001755,4001519
13193,8025227,1KJS,A:2-74,P01031,679-751,8037606,1KJS,A:2-74,P01031,679-751,1,1000000,2000294,3000387,4000993
13194,8025230,1C5A,A:1-66,P01032,1-66,8037609,1C5A,A:1-66,P01032,1-66,1,1000000,2000294,3000387,4000993
13195,8022048,1JJ2,1:1-49,P22452,2-50,8034428,1JJ2,1:1-49,P22452,2-50,4,1000000,2001080,3001756,4001518
13196,8019121,3SHW,A:421-502,Q07157,421-502,8019122,3SHW,A:421-502,Q07157,421-502,1,1000001,2000296,3000388,4001790
13197,8020062,1T2M,A:2-93,P55196,1003-1094,8032442,1T2M,A:2-93,P55196,1003-1094,1,1000001,2000296,3000388,4001790
13198,8020183,1TP5,A:302-402,P31016,302-402,8032563,1TP5,A:302-402,P31016,302-402,1,1000001,2000296,3000388,4001790
13199,8020320,1G9O,A:11-99,O14745,11-99,8032700,1G9O,A:11-99,O14745,11-99,1,1000001,2000296,3000388,4001790
13200,8020694,1VA8,A:8-107,Q9JLB2,236-335,8033074,1VA8,A:8-107,Q9JLB2,236-335,1,1000001,2000296,3000388,4001790
13201,8020749,1WF8,A:8-101,Q9ULJ8,500-593,8033129,1WF8,A:8-101,Q9ULJ8,500-593,1,1000001,2000296,3000388,4001790
13202,8020758,1WI4,A:8-103,Q9WV89,12-107,8033138,1WI4,A:8-103,Q9WV89,12-107,1,1000001,2000296,3000388,4001790
13203,8020882,1NF3,C:131-253,Q9JK83,131-253,8033262,1NF3,C:131-253,Q9JK83,131-253,1,1000001,2000296,3000388,4001790
13204,8021234,1X5N,A:8-108,Q9Y6N9,201-301,8033614,1X5N,A:8-108,Q9Y6N9,201-301,1,1000001,2000296,3000388,4001790
13205,8021237,1X5Q,A:8-104,Q14160,718-814,8033617,1X5Q,A:8-104,Q14160,718-814,1,1000001,2000296,3000388,4001790
13206,8021258,1X6D,A:8-113,Q14005,1103-1208,8033638,1X6D,A:8-113,Q14005,1103-1208,1,1000001,2000296,3000388,4001802
13207,8021574,1IHJ,A:12-105,Q24008,12-105,8033954,1IHJ,A:12-105,Q24008,12-105,1,1000001,2000296,3000388,4001790
13208,8021777,1Y7N,A:12-90,Q02410,745-823,8034157,1Y7N,A:12-90,Q02410,745-823,1,1000001,2000296,3000388,4001790
13209,8021828,2HGA,A:23-125,O27421,208-310,8034208,2HGA,A:23-125,O27421,208-310,1,1000001,2000296,3000388,4001691
13210,8022024,2I6V,A:219-305,P45777,219-305,8034404,2I6V,A:219-305,P45777,219-305,1,1000001,2000296,3000388,4001685
13211,8023098,1FC9,A:157-248,O04073,157-248,8035478,1FC9,A:157-248,O04073,157-248,1,1000001,2000296,3000388,4002827
13212,8023714,1ZOK,A:221-313,Q62696,221-313,8036094,1ZOK,A:221-313,Q62696,221-313,1,1000001,2000296,3000388,4001790
13213,8023888,1ZUB,A:597-705,Q9JIR4,597-705,8036268,1ZUB,A:597-705,Q9JIR4,597-705,1,1000001,2000296,3000388,4001790
13214,8023974,1MC7,A:1-95,P51141,251-345,8036353,1MC7,A:1-95,P51141,251-345,1,1000001,2000296,3000388,4001790
13215,8024317,1N7E,A:667-761,P97879,667-761,8036696,1N7E,A:667-761,P97879,667-761,1,1000001,2000296,3000388,4001790
13216,8025387,1K32,A:763-853,P96086,763-853,8037766,1K32,A:763-853,P96086,763-853,1,1000001,2000296,3000388,4002827
13217,8025916,2Z9I,A:227-314,O53896,375-462,8038295,2Z9I,A:227-314,O53896,375-462,1,1000001,2001495,3000388,4002154
13218,8026181,1D5G,A:1-96,Q12923,1361-1456,8038560,1D5G,A:1-96,Q12923,1361-1456,1,1000001,2000296,3000388,4001790
13219,8026358,1GM1,A:9-102,Q64512,1351-1444,8038737,1GM1,A:9-102,Q64512,1351-1444,1,1000001,2000296,3000388,4001790
13220,8026511,2BYG,A:190-283,Q15700,190-283,8038890,2BYG,A:190-283,Q15700,190-283,1,1000001,2000296,3000388,4001790
13221,8026865,2CS5,A:8-113,P29074,507-612,8039244,2CS5,A:8-113,P29074,507-612,1,1000001,2000296,3000388,4001790
13222,8026880,2CSJ,A:8-111,Q9Z0U1,1-104,8039259,2CSJ,A:8-111,Q9Z0U1,1-104,1,1000001,2000296,3000388,4001790
13223,8026886,2CSS,A:8-115,Q86UR5,585-692,8039265,2CSS,A:8-115,Q86UR5,585-692,1,1000001,2000296,3000388,4001790
13224,8027239,1Q3O,A:584-687,Q9WV48,656-759,8039618,1Q3O,A:584-687,Q9WV48,656-759,1,1000001,2000296,3000388,4001790
13225,8027820,1KEF,A:1-93,P78352,62-154,8040199,1KEF,A:1-93,P78352,62-154,1,1000001,2000296,3000388,4001790
13226,8028006,2F0A,A:252-340,P51142,252-340,8040385,2F0A,A:252-340,P51142,252-340,1,1000001,2000296,3000388,4001790
13227,8028020,1R6J,A:197-273,O00560,197-273,8040399,1R6J,A:197-273,O00560,197-273,1,1000001,2000296,3000388,4001790
13228,8028175,2F5Y,A:19-95,P49796,300-376,8040554,2F5Y,A:19-95,P49796,300-376,1,1000001,2000296,3000388,4001790
13229,8028242,1RGW,A:1-85,O75112,1-85,8040621,1RGW,A:1-85,O75112,1-85,1,1000001,2000296,3000388,4001790
13230,8028373,1KY9,A:260-353,P0C0V0,286-379,8040752,1KY9,A:260-353,P0C0V0,286-379,1,1000001,2001495,3000388,4002154
13231,8028431,2FE5,A:223-314,Q92796,223-314,8040810,2FE5,A:223-314,Q92796,223-314,1,1000001,2000296,3000388,4001790
13232,8028767,1RZX,A:156-253,O97111,156-253,8041146,1RZX,A:156-253,O97111,156-253,1,1000001,2000296,3000388,4001790
13233,8028788,1V5L,A:8-97,O70209,4-93,8041167,1V5L,A:8-97,O70209,4-93,1,1000001,2000296,3000388,4001790
13234,8028789,2FNE,A:1955-2042,O75970,1983-2070,8041168,2FNE,A:1955-2042,O75970,1983-2070,1,1000001,2000296,3000388,4001790
13235,8028794,1V5Q,A:8-116,Q925T6,461-569,8041173,1V5Q,A:8-116,Q925T6,461-569,1,1000001,2000296,3000388,4001790
13236,8028803,1V62,A:8-111,Q9C0E4,238-341,8041182,1V62,A:8-111,Q9C0E4,238-341,1,1000001,2000296,3000388,4001790
13237,8028808,1V6B,A:8-116,Q9ES64,742-850,8041187,1V6B,A:8-116,Q9ES64,742-850,1,1000001,2000296,3000388,4001790
13238,8028850,1LCY,A:226-325,O43464,359-458,8041229,1LCY,A:226-325,O43464,359-458,1,1000001,2001495,3000388,4002154
13239,8028857,1VAE,A:8-105,Q8BWR8,506-603,8041236,1VAE,A:8-105,Q8BWR8,506-603,1,1000001,2000296,3000388,4001790
13240,8028865,1VB7,A:8-88,Q8R1G6,3-83,8041244,1VB7,A:8-88,Q8R1G6,3-83,1,1000001,2000296,3000388,4001790
13241,8029354,1PDR,A:460-555,Q12959,460-555,8041733,1PDR,A:460-555,Q12959,460-555,1,1000001,2000296,3000388,4001790
13242,8029355,1KWA,A:487-572,O14936,487-572,8041734,1KWA,A:487-572,O14936,487-572,1,1000001,2000296,3000388,4001790
13243,8029358,1QAV,A:75-164,Q61234,75-164,8041737,1QAV,A:75-164,Q61234,75-164,1,1000001,2000296,3000388,4001790
